Region,Year,Value
DOLNOŚLĄSKIE,2009,631.0
DOLNOŚLĄSKIE,2010,285.0
DOLNOŚLĄSKIE,2011,495.0
DOLNOŚLĄSKIE,2012,463.0
DOLNOŚLĄSKIE,2013,218.0
DOLNOŚLĄSKIE,2014,321.0
DOLNOŚLĄSKIE,2015,914.0
DOLNOŚLĄSKIE,2016,386.0
DOLNOŚLĄSKIE,2017,221.0
DOLNOŚLĄSKIE,2018,671.0
DOLNOŚLĄSKIE,2019,533.0
DOLNOŚLĄSKIE,2020,386.0
DOLNOŚLĄSKIE,2021,193.0
DOLNOŚLĄSKIE,2022,496.0
DOLNOŚLĄSKIE,2023,246.0
DOLNOŚLĄSKIE,2024,398.0
OPOLSKIE,2009,205.0
OPOLSKIE,2010,100.0
OPOLSKIE,2011,179.0
OPOLSKIE,2012,212.0
OPOLSKIE,2013,86.0
OPOLSKIE,2014,155.0
OPOLSKIE,2015,258.0
OPOLSKIE,2016,85.0
OPOLSKIE,2017,88.0
OPOLSKIE,2018,165.0
OPOLSKIE,2019,148.0
OPOLSKIE,2020,82.0
OPOLSKIE,2021,51.0
OPOLSKIE,2022,120.0
OPOLSKIE,2023,58.0
OPOLSKIE,2024,75.0
KUJAWSKO-POMORSKIE,2009,584.0
KUJAWSKO-POMORSKIE,2010,287.0
KUJAWSKO-POMORSKIE,2011,514.0
KUJAWSKO-POMORSKIE,2012,542.0
KUJAWSKO-POMORSKIE,2013,308.0
KUJAWSKO-POMORSKIE,2014,396.0
KUJAWSKO-POMORSKIE,2015,598.0
KUJAWSKO-POMORSKIE,2016,356.0
KUJAWSKO-POMORSKIE,2017,112.0
KUJAWSKO-POMORSKIE,2018,525.0
KUJAWSKO-POMORSKIE,2019,528.0
KUJAWSKO-POMORSKIE,2020,320.0
KUJAWSKO-POMORSKIE,2021,178.0
KUJAWSKO-POMORSKIE,2022,437.0
KUJAWSKO-POMORSKIE,2023,364.0
KUJAWSKO-POMORSKIE,2024,317.0
POMORSKIE,2009,388.0
POMORSKIE,2010,277.0
POMORSKIE,2011,332.0
POMORSKIE,2012,247.0
POMORSKIE,2013,277.0
POMORSKIE,2014,376.0
POMORSKIE,2015,431.0
POMORSKIE,2016,261.0
POMORSKIE,2017,123.0
POMORSKIE,2018,424.0
POMORSKIE,2019,400.0
